,Provincia,Partido,Localidad,Hasta 30 mbps,de_30_a_50_mbps,de_50_a_80_mbps,de_80_a_100_mbps
335,Buenos aires,La Costa,San Clemente del Tuyú,2555.364,0.0,0.0,250.0
336,Buenos aires,La Costa,Santa Teresita - Mar del Tuyú,2165.409,0.0,0.0,0.0
337,Buenos aires,La Matanza,20 De Junio,52.0,7.0,312.0,200.0
338,Buenos aires,La Matanza,Aldo Bonzi,318.0,36.0,1025.0,967.0
339,Buenos aires,La Matanza,Ciudad Evita,1021.0,102.0,734.304,2.723
340,Buenos aires,La Matanza,Gonzalez Catán,1034.583,293.0,14.819999999999999,7.59
341,Buenos aires,La Matanza,Gregorio De Laferrere,2568.12,232.0,11.930000000000001,6.996
342,Buenos aires,La Matanza,Isidro Casanova,1200.12,211.0,9.350000000000001,5.577
343,Buenos aires,La Matanza,La Tablada,1264.749,295.0,956.76,4.177
344,Buenos aires,La Matanza,Lomas Del Mirador,919.261,550.0,825.313,3.523
345,Buenos aires,La Matanza,Rafael Castillo,1583.0,84.0,6.709,3.54
346,Buenos aires,La Matanza,Ramos Mejía,1833.974,7.867,5.8740000000000006,13.285
347,Buenos aires,La Matanza,San Justo,1641.712,656.0,10.027999999999999,6.299
348,Buenos aires,La Matanza,Tapiales,1795.0,502.0,264.02,1.334
349,Buenos aires,La Matanza,Villa  Eduardo Madero,507.239,218.0,6.298,4.515
350,Buenos aires,La Matanza,Villa Luzuriaga,1516.0,1.872,944.958,5.537
351,Buenos aires,La Matanza,Virrey Del Pino,2440.245,154.0,9.988,4.302
352,Buenos aires,La Plata,Abasto,684.0,1.949,296.0,415.0
353,Buenos aires,La Plata,Angel Etcheverry,53.0,12.0,369.0,117.0
354,Buenos aires,La Plata,Arana,129.0,0.0,0.0,0.0
355,Buenos aires,La Plata,Arturo Segui,1.0,46.0,17.0,73.0
356,Buenos aires,La Plata,Barrio El Carmen Oeste,115.0,0.0,0.0,0.0
357,Buenos aires,La Plata,Barrio El Peligro,466.0,0.0,0.0,0.0
358,Buenos aires,La Plata,Barrio Gambier,115.0,0.0,0.0,0.0
359,Buenos aires,La Plata,City Bell,774.0,3.99,358.024,4.368
360,Buenos aires,La Plata,colonia la plata,63.0,0.0,0.0,0.0
361,Buenos aires,La Plata,El Retiro,1.0,0.0,0.0,0.0
362,Buenos aires,La Plata,Ignacio Correas,48.0,0.0,0.0,0.0
363,Buenos aires,La Plata,Joaquin Gorina,39.0,267.0,59.0,446.0
364,Buenos aires,La Plata,Jose Hernandez,0.0,1.0,9.0,12.0
365,Buenos aires,La Plata,Jose Melchor Romero,104.0,10.0,421.0,155.0
366,Buenos aires,La Plata,La Cumbre,115.0,0.0,0.0,0.0
367,Buenos aires,La Plata,La Plata,3041.9150000000004,59.882,9.052,48.347
368,Buenos aires,La Plata,Lisandro Olmos,164.0,36.0,295.176,230.0
369,Buenos aires,La Plata,Los Hornos,453.0,29.0,402.401,624.0
370,Buenos aires,La Plata,Manuel B Gonnet,589.0,4.717,836.0,4.692
371,Buenos aires,La Plata,Otros,22.0,0.0,0.0,0.0
372,Buenos aires,La Plata,Ringuelet,291.0,1.393,524.0,1.447
373,Buenos aires,La Plata,ruta del sol,292.0,0.0,0.0,0.0
374,Buenos aires,La Plata,Tolosa,831.0,4.405,480.645,4.331
375,Buenos aires,La Plata,Transradio,1.0,0.0,0.0,0.0
376,Buenos aires,La Plata,Villa Elisa,562.0,1.855,306.011,2.093
377,Buenos aires,La Plata,Villa Elvira,1371.0,25.0,500.322,383.0
378,Buenos aires,La Plata,Villa Garibaldi,874.0,0.0,0.0,0.0
379,Buenos aires,La Plata,Villa Montoro,115.0,0.0,0.0,0.0
380,Buenos aires,La Plata,Villa Parque Sicardi,1064.0,0.0,0.0,0.0
381,Buenos aires,Lanús,Gerli,702.0,3.45,962.0,2.903
382,Buenos aires,Lanús,Lanús Este,2597.0,9.609,478.817,12.114
383,Buenos aires,Lanús,Lanús Oeste,607.3589999999999,9.441,707.346,7.234
384,Buenos aires,Lanús,Monte Chingolo,785.0,592.0,686.188,3.29
385,Buenos aires,Lanús,Remedios Escalada De San Martin,616.168,1.965,483.332,5.183
386,Buenos aires,Lanús,Valentín Alsina,963.0,3.272,1147.0,3.451
387,Buenos aires,Laprida,Laprida,23.289,442.0,28.0,1.0
388,Buenos aires,Laprida,Pueblo Nuevo,8.0,0.0,0.0,0.0
389,Buenos aires,Laprida,Pueblo San Jorge,117.0,0.0,0.0,0.0
390,Buenos aires,Las Flores,Coronel Boerr,3.0,0.0,0.0,0.0
391,Buenos aires,Las Flores,El Trigo,12.0,0.0,0.0,0.0
392,Buenos aires,Las Flores,Las Flores,2383.768,2.0,0.0,0.0
393,Buenos aires,Las Flores,Pardo,4.0,0.0,0.0,0.0
394,Buenos aires,Leandro N. Alem,Alberdi Viejo,6.0,0.0,0.0,0.0
395,Buenos aires,Leandro N. Alem,El Dorado,137.0,0.0,0.0,0.0
396,Buenos aires,Leandro N. Alem,Fortín Acha,39.0,0.0,0.0,0.0
397,Buenos aires,Leandro N. Alem,Juan Bautista Alberdi  (Est. Alberdi),1108.0,0.0,0.0,0.0
398,Buenos aires,Leandro N. Alem,Leandro N. Alem,256.0,0.0,0.0,0.0
399,Buenos aires,Leandro N. Alem,Vedia,2640.0,0.0,0.0,0.0
400,Buenos aires,Lincoln,Arenaza,293.0,0.0,0.0,0.0
401,Buenos aires,Lincoln,Bayauca,26.0,0.0,0.0,0.0
402,Buenos aires,Lincoln,Carlos Salas,123.0,0.0,0.0,0.0
403,Buenos aires,Lincoln,Coronel Martínez de Hoz  (Ap. Kilómetro 322),249.0,0.0,0.0,0.0
404,Buenos aires,Lincoln,El Triunfo,10.0,0.0,0.0,0.0
405,Buenos aires,Lincoln,Las Toscas,330.0,0.0,0.0,0.0
406,Buenos aires,Lincoln,Lincoln,1234.212,4.612,0.0,2.263
407,Buenos aires,Lincoln,Pasteur,470.0,0.0,0.0,0.0
408,Buenos aires,Lincoln,Roberts,685.0,0.0,0.0,0.0
409,Buenos aires,Lobería,Arenas Verdes,11.0,0.0,0.0,0.0
410,Buenos aires,Lobería,Licenciado Matienzo,1.0,0.0,0.0,0.0
411,Buenos aires,Lobería,Lobería,2182.0,92.0,0.0,98.0
412,Buenos aires,Lobería,Pieres,7.0,0.0,0.0,0.0
413,Buenos aires,Lobería,San Manuel,423.0,0.0,0.0,0.0
414,Buenos aires,Lobería,Tamangueyú,28.0,0.0,0.0,0.0
415,Buenos aires,Lobos,Antonio Carboni,336.0,0.0,0.0,0.0
416,Buenos aires,Lobos,Elvira,92.0,0.0,0.0,0.0
417,Buenos aires,Lobos,Lobos,1655.7060000000001,1.057,1.0,225.0
418,Buenos aires,Lobos,Salvador María,747.0,0.0,0.0,0.0
419,Buenos aires,Lomas De Zamora,Banfield,1143.978,4.8,19.98,14.791
420,Buenos aires,Lomas De Zamora,Llavallol,662.0,1.019,375.38,2.394
421,Buenos aires,Lomas De Zamora,Lomas De Zamora,3576.857,8.323,6.7459999999999996,12.626
422,Buenos aires,Lomas De Zamora,Temperley,782.554,3.776,6.178,8.132
423,Buenos aires,Lomas De Zamora,Turdera,260.0,535.0,363.0,864.0
424,Buenos aires,Lomas De Zamora,Villa Centenario,481.0,0.0,15.0,11.0
425,Buenos aires,Lomas De Zamora,Villa Fiorito,906.0,1.0,80.0,29.0
426,Buenos aires,Luján,Barrio Las Casuarinas,68.0,26.0,0.0,1.0
427,Buenos aires,Luján,Carlos Keen,20.0,0.0,0.0,0.0
428,Buenos aires,Luján,Cortines,188.0,90.0,0.0,1.0
429,Buenos aires,Luján,José María Jáuregui (Est. Jáuregui),917.0,951.0,0.0,462.0
430,Buenos aires,Luján,Lezica y Torrezuri,16.0,0.0,0.0,0.0
431,Buenos aires,Luján,Luján,2219.141,13.533000000000001,2.827,3.751
432,Buenos aires,Luján,Olivera,47.0,0.0,0.0,0.0
433,Buenos aires,Luján,Open Door  (Est. Dr. Domingo Cabred),567.0,0.0,0.0,0.0
434,Buenos aires,Luján,Otros,42.0,0.0,0.0,0.0
435,Buenos aires,Luján,Torres,170.0,0.0,0.0,0.0
436,Buenos aires,Magdalena,Atalaya,353.0,0.0,0.0,0.0
437,Buenos aires,Magdalena,General Mansilla  (Est. Bartolomé Bavio),407.0,123.0,0.0,0.0
438,Buenos aires,Magdalena,Los Naranjos,32.0,14.0,0.0,0.0
439,Buenos aires,Magdalena,Magdalena,1251.883,0.0,0.0,0.0
440,Buenos aires,Magdalena,Roberto J. Payró,32.0,0.0,0.0,0.0
441,Buenos aires,Magdalena,Vieytes,112.0,0.0,0.0,0.0
442,Buenos aires,Maipú,Las Armas,153.0,0.0,0.0,0.0
443,Buenos aires,Maipú,Maipú,666.0,0.0,0.0,0.0
444,Buenos aires,Maipú,Santo Domingo,7.0,0.0,0.0,0.0
445,Buenos aires,Malvinas Argentinas,Area De Promocion El Triángulo,0.0,0.0,0.0,0.0
446,Buenos aires,Malvinas Argentinas,Grand Bourg,1450.571,51.0,565.047,1.572
447,Buenos aires,Malvinas Argentinas,Ingeniero Adolfo Sourdeaux,812.0,7.0,1253.0,654.0
448,Buenos aires,Malvinas Argentinas,Ingeniero Pablo Nogués,1906.0,47.0,1201.0,727.0
449,Buenos aires,Malvinas Argentinas,Los Polvorines,606.0,82.0,585.032,1.486
450,Buenos aires,Malvinas Argentinas,Malvinas Argentinas,14.0,0.0,32.0,16.0
451,Buenos aires,Malvinas Argentinas,Tortuguitas,701.993,1.664,308.298,904.0
452,Buenos aires,Malvinas Argentinas,Villa De Mayo,190.0,11.0,310.107,821.0
453,Buenos aires,Mar Chiquita,Coronel Vidal,360.495,9.0,0.0,3.0
454,Buenos aires,Mar Chiquita,General Pirán,302.0,0.0,0.0,0.0
455,Buenos aires,Mar Chiquita,La Armonía,106.0,0.0,0.0,0.0
456,Buenos aires,Mar Chiquita,Mar de Cobo,320.045,1.0,1.0,0.0
457,Buenos aires,Mar Chiquita,Santa Clara del Mar,1587.653,0.0,0.0,0.0
458,Buenos aires,Marcos Paz,Marcos Paz,2696.189,357.0,348.0,176.0
459,Buenos aires,Mercedes,Gowland,44.0,0.0,0.0,2.0
460,Buenos aires,Mercedes,Jorge Born,63.0,0.0,0.0,0.0
461,Buenos aires,Mercedes,Mercedes,3462.921,948.0,0.0,556.0
462,Buenos aires,Merlo,Libertad,1001.587,108.0,6.139,2.178
463,Buenos aires,Merlo,Mariano Acosta,1242.567,3.987,661.676,1.651
464,Buenos aires,Merlo,Merlo,1745.158,2.456,19.883,9.547
465,Buenos aires,Merlo,Otros,0.0,0.0,0.0,0.0
466,Buenos aires,Merlo,Pontevedra,941.659,20.0,342.36,988.0
467,Buenos aires,Merlo,San Antonio De Padua,646.0,1.653,380.163,2.067
468,Buenos aires,Monte,Abbott,181.0,139.0,0.0,0.0
469,Buenos aires,Monte,San Miguel del Monte  (Est. Monte),1384.818,1.768,0.0,523.0
470,Buenos aires,Monte Hermoso,Balneario Sauce Grande,485.0,0.0,0.0,0.0
471,Buenos aires,Monte Hermoso,Monte Hermoso,1884.173,4.0,13.0,0.0
472,Buenos aires,Moreno,Cuartel V,775.0,0.0,14.0,8.0
473,Buenos aires,Moreno,Francisco Alvarez,1602.0,838.0,1124.0,1.44
474,Buenos aires,Moreno,La Reja,721.408,856.0,454.819,1.216
475,Buenos aires,Moreno,Moreno,2276.9010000000003,423.849,9.110000000000001,7.149
476,Buenos aires,Moreno,Paso Del Rey,826.0,459.0,606.965,2.6
477,Buenos aires,Moreno,Trujui,1049.541,990.0,244.237,1.032
478,Buenos aires,Morón,Castelar,1103.0,12.287,704.569,9.343
479,Buenos aires,Morón,El Palomar,754.0,5.677,294.004,4.365
480,Buenos aires,Morón,Haedo,1041.0,5.558,1017.0,4.791
481,Buenos aires,Morón,Moron,2132.0,12.963,825.711,9.879
482,Buenos aires,Morón,Villa Sarmiento,508.0,2.245,540.0,2.107
483,Buenos aires,Navarro,José Juan Almeyra,99.0,0.0,0.0,0.0
484,Buenos aires,Navarro,Las Marianas,206.0,0.0,0.0,0.0
485,Buenos aires,Navarro,Navarro,1602.319,301.0,0.0,72.0
486,Buenos aires,Navarro,Villa Moll  (Est. Moll),168.0,5.0,0.0,1.0
487,Buenos aires,Necochea,Claraz,105.0,0.0,0.0,0.0
488,Buenos aires,Necochea,Costa Bonita,14.0,0.0,0.0,0.0
489,Buenos aires,Necochea,Energía,13.0,0.0,0.0,0.0
490,Buenos aires,Necochea,Juan N. Fernández,640.0,0.0,0.0,0.0
491,Buenos aires,Necochea,Necochea - Quequén,1907.543,8.004,0.0,4.489
492,Buenos aires,Necochea,Nicanor Olivera  (Est. La Dulce),713.0,0.0,0.0,0.0
493,Buenos aires,Necochea,Otros,16.0,0.0,0.0,0.0
494,Buenos aires,Olavarría,Colonia Hinojo,0.0,0.0,0.0,0.0
495,Buenos aires,Olavarría,Hinojo,13.0,0.0,0.0,0.0
496,Buenos aires,Olavarría,Olavarría,3430.3450000000003,9.478,0.0,9.011
497,Buenos aires,Olavarría,Sierra Chica,35.0,264.0,0.0,195.0
498,Buenos aires,Olavarría,Sierras Bayas,275.0,0.0,0.0,0.0
499,Buenos aires,Olavarría,Villa Alfredo Fortabat,194.0,0.0,0.0,0.0
500,Buenos aires,OTROS,Otros,51.837,0.0,0.0,0.0
501,Buenos aires,Patagones,Bahía San Blas,4.0,0.0,0.0,0.0
502,Buenos aires,Patagones,Carmen de Patagones,1131.0,0.0,0.0,0.0
503,Buenos aires,Patagones,José B. Casas,6.0,0.0,0.0,0.0
504,Buenos aires,Patagones,Juan A. Pradere,89.0,0.0,0.0,0.0
505,Buenos aires,Patagones,Stroeder,626.0,0.0,0.0,0.0
506,Buenos aires,Patagones,Villalonga,1111.0,0.0,0.0,0.0
507,Buenos aires,Pehuajó,Capitán Castro,3.0,0.0,0.0,0.0
508,Buenos aires,Pehuajó,Chiclana,9.0,0.0,0.0,0.0
509,Buenos aires,Pehuajó,Francisco Madero,3.0,0.0,0.0,0.0
510,Buenos aires,Pehuajó,Inocencio Sosa,3.0,0.0,0.0,0.0
511,Buenos aires,Pehuajó,Juan José Paso,403.0,0.0,0.0,0.0
512,Buenos aires,Pehuajó,Magdala,7.0,0.0,0.0,0.0
513,Buenos aires,Pehuajó,Mones Cazón,3.0,0.0,0.0,0.0
514,Buenos aires,Pehuajó,Nueva Plata,3.0,0.0,0.0,0.0
515,Buenos aires,Pehuajó,Pehuajó,1856.6170000000002,0.0,0.0,0.0
516,Buenos aires,Pehuajó,San Bernardo  (Est. Guanaco),3.0,0.0,0.0,0.0
517,Buenos aires,Pehuajó,San Esteban,3.0,0.0,0.0,0.0
518,Buenos aires,Pellegrini,Pellegrini,1143.0,0.0,0.0,0.0
519,Buenos aires,Pergamino,Acevedo,342.0,0.0,0.0,0.0
520,Buenos aires,Pergamino,Fontezuela,132.0,0.0,0.0,0.0
521,Buenos aires,Pergamino,Guerrico,115.0,0.0,0.0,0.0
522,Buenos aires,Pergamino,Juan A. de la Peña,51.0,0.0,0.0,0.0
523,Buenos aires,Pergamino,Juan Anchorena  (Est. Urquiza),294.0,0.0,0.0,0.0
524,Buenos aires,Pergamino,La Violeta,1.0,0.0,0.0,0.0
525,Buenos aires,Pergamino,Manuel Ocampo,492.0,0.0,0.0,0.0
526,Buenos aires,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),1.0,0.0,0.0,0.0
527,Buenos aires,Pergamino,Pergamino,2635.2129999999997,10.896,0.0,6.758
528,Buenos aires,Pergamino,Pinzón,1.0,0.0,0.0,0.0
529,Buenos aires,Pergamino,Rancagua,211.0,0.0,0.0,0.0
530,Buenos aires,Pergamino,Villa San José,18.0,0.0,0.0,0.0
531,Buenos aires,Pila,Casalins,12.0,0.0,0.0,0.0
532,Buenos aires,Pila,Pila,48.0,0.0,0.0,0.0
533,Buenos aires,Pilar,Del Viso,2944.8779999999997,373.269,308.187,3.024
534,Buenos aires,Pilar,Fátima,49.0,18.0,2.0,24.0
535,Buenos aires,Pilar,La Lonja,2401.0,741.0,120.0,832.0
536,Buenos aires,Pilar,Los Cachorros,97.0,6.0,344.52,150.0
537,Buenos aires,Pilar,Manuel Alberti,56.0,609.0,0.0,974.0
538,Buenos aires,Pilar,Manzanares,3.0,0.0,106.0,0.0
539,Buenos aires,Pilar,Maquinista F. Savio (oeste),54.0,0.0,0.0,0.0
540,Buenos aires,Pilar,Otros,269.0,0.0,0.0,0.0
541,Buenos aires,Pilar,Pilar,2122.947,25.818,5.769,2.312
542,Buenos aires,Pilar,Presidente Derqui,819.5640000000001,29.0,498.93,1.401
543,Buenos aires,Pilar,Santa Teresa,2.0,0.0,0.0,0.0
544,Buenos aires,Pilar,Tortuguitas,10.0,0.0,0.0,0.0
545,Buenos aires,Pilar,Villa Astolfi,58.0,3.0,795.0,207.0
546,Buenos aires,Pilar,Villa Rosa,1589.0,1.217,396.456,2.231
547,Buenos aires,Pilar,Zelaya,37.0,0.0,6.0,0.0
548,Buenos aires,Pinamar,Carilo,80.0,771.0,0.0,680.0
549,Buenos aires,Pinamar,Pinamar,727.967,1.34,0.0,888.0
550,Buenos aires,Presidente Perón,Guernica,758.0,280.0,6.882999999999999,2.73
551,Buenos aires,Puán,Bordenave,404.0,0.0,0.0,0.0
552,Buenos aires,Puán,Darregueira,239.0,1.0,0.0,0.0
553,Buenos aires,Puán,Puán,740.063,0.0,0.0,0.0
554,Buenos aires,Puán,San Germán,49.0,0.0,0.0,0.0
555,Buenos aires,Puán,Villa Iris,802.0,0.0,0.0,0.0
556,Buenos aires,Punta Indio,Pipinas,114.0,0.0,0.0,0.0
557,Buenos aires,Punta Indio,Punta Indio,115.0,0.0,0.0,0.0
558,Buenos aires,Punta Indio,Verónica,1047.0,0.0,0.0,0.0
559,Buenos aires,Quilmes,Bernal,678.545,3.231,5.5440000000000005,5.873
560,Buenos aires,Quilmes,Bernal Oeste,1460.0,2.572,0.0,1.651
561,Buenos aires,Quilmes,Don Bosco,170.0,671.0,511.0,1.071
562,Buenos aires,Quilmes,Ezpeleta,1089.0,1.822,930.403,3.925
563,Buenos aires,Quilmes,Ezpeleta Oeste,200.0,662.0,0.0,696.0
564,Buenos aires,Quilmes,Quilmes,2152.109,9.669,11.383,15.111
565,Buenos aires,Quilmes,Quilmes Oeste,687.0,3.265,0.0,3.405
566,Buenos aires,Quilmes,San Francisco Solano,797.0,1.229,799.441,2.733
567,Buenos aires,Quilmes,Villa La Florida,372.0,691.0,483.636,1.044
568,Buenos aires,Ramallo,EL PARAÍSO,0.0,0.0,0.0,0.0
569,Buenos aires,Ramallo,Otros,0.0,0.0,0.0,0.0
570,Buenos aires,Ramallo,Pérez Millán,0.0,0.0,0.0,0.0
571,Buenos aires,Ramallo,Ramallo,430.0,631.0,0.0,435.0
572,Buenos aires,Ramallo,VILLA RAMALLO,561.0,1.229,0.0,579.0
573,Buenos aires,Rauch,Otros,30.0,0.0,0.0,0.0
574,Buenos aires,Rauch,Rauch,1609.0,0.0,0.0,0.0
575,Buenos aires,Rivadavia,América,3507.0,0.0,0.0,0.0
576,Buenos aires,Rivadavia,Fortín Olavarría,312.0,0.0,0.0,0.0
577,Buenos aires,Rivadavia,González Moreno,0.0,0.0,0.0,0.0
578,Buenos aires,Rivadavia,Sansinena,343.0,0.0,0.0,0.0
579,Buenos aires,Rojas,Las Carabelas,243.0,0.0,0.0,0.0
580,Buenos aires,Rojas,Rafael Obligado,26.0,0.0,0.0,0.0
581,Buenos aires,Rojas,Rojas,3008.467,569.0,0.0,467.0
582,Buenos aires,Roque Pérez,Carlos Beguerie,116.0,0.0,0.0,0.0
583,Buenos aires,Roque Pérez,Roque Pérez,592.4159999999999,402.0,0.0,86.0
584,Buenos aires,Saavedra,Arroyo Corto,167.0,92.0,0.0,0.0
585,Buenos aires,Saavedra,Espartillar,393.0,0.0,0.0,0.0
586,Buenos aires,Saavedra,Goyena,44.0,0.0,0.0,0.0
587,Buenos aires,Saavedra,Pigüé,755.821,37.0,0.0,0.0
588,Buenos aires,Saavedra,Saavedra,31.0,0.0,0.0,0.0
589,Buenos aires,Saladillo,Alvarez de Toledo,25.0,0.0,0.0,0.0
590,Buenos aires,Saladillo,Cazón,38.0,0.0,0.0,0.0
591,Buenos aires,Saladillo,Del Carril,2.0,0.0,0.0,0.0
592,Buenos aires,Saladillo,Saladillo,1241.946,765.08,57.0,1.194
593,Buenos aires,Salliqueló,Quenumá,0.0,0.0,0.0,0.0
594,Buenos aires,Salliqueló,Salliqueló,153.0,0.0,0.0,0.0
595,Buenos aires,Salto,Arroyo Dulce,507.0,0.0,0.0,0.0
596,Buenos aires,Salto,Gahan,181.0,0.0,0.0,0.0
597,Buenos aires,Salto,Inés Indart,204.0,0.0,0.0,0.0
598,Buenos aires,Salto,Salto,1625.7340000000002,42.0,0.0,5.0
599,Buenos aires,San Andrés de Giles,Azcuénaga,116.0,0.0,0.0,0.0
600,Buenos aires,San Andrés de Giles,Cucullú,242.0,0.0,0.0,0.0
601,Buenos aires,San Andrés de Giles,San Andrés de Giles,1554.1560000000002,420.0,0.0,180.0
602,Buenos aires,San Andrés de Giles,Solís,415.0,0.0,0.0,0.0
603,Buenos aires,San Andrés de Giles,Villa Espil,104.0,0.0,0.0,0.0
604,Buenos aires,San Andrés de Giles,Villa Ruiz,226.0,0.0,0.0,0.0
605,Buenos aires,San Antonio de Areco,Duggan,509.0,0.0,0.0,0.0
606,Buenos aires,San Antonio de Areco,San Antonio de Areco,1247.223,2.465,0.0,1.749
607,Buenos aires,San Antonio de Areco,Villa Lía,450.0,41.0,0.0,0.0
608,Buenos aires,San Cayetano,Balneario San Cayetano,114.0,0.0,0.0,0.0
609,Buenos aires,San Cayetano,Ochandío,15.0,0.0,0.0,0.0
610,Buenos aires,San Cayetano,San Cayetano,2273.0,3.0,0.0,0.0
611,Buenos aires,San Fernando,San Fernando,2831.179,6.856,448.53,7.699
612,Buenos aires,San Fernando,Victoria,2163.0,5.031,824.0,5.396
613,Buenos aires,San Fernando,Virreyes,930.0,2.811,392.23,3.715
614,Buenos aires,San Isidro,Acassuso,537.0,2.215,205.0,1.967
615,Buenos aires,San Isidro,Beccar,3303.0,5.611,1339.0,5.827
616,Buenos aires,San Isidro,Boulogne Sur Mer,2970.0,6.226,570.219,6.851
617,Buenos aires,San Isidro,Martínez,3254.0,9.981,404.022,9.658
618,Buenos aires,San Isidro,San Isidro,2104.0,8.312,995.0,8.004
619,Buenos aires,San Isidro,Villa Adelina,1548.0,4.007,1272.0,4.06
620,Buenos aires,San Miguel,Bella Vista,1354.0,953.0,0.0,2.147
621,Buenos aires,San Miguel,Campo De Mayo,1.0,0.0,0.0,1.0
622,Buenos aires,San Miguel,Muñiz,315.0,954.0,0.0,1.861
623,Buenos aires,San Miguel,San Miguel,1455.378,5.08,27.0,4.349
624,Buenos aires,San Nicolás,Conesa,671.0,0.0,0.0,0.0
625,Buenos aires,San Nicolás,Erézcano,108.0,0.0,0.0,0.0
626,Buenos aires,San Nicolás,General Rojo,599.0,0.0,0.0,0.0
627,Buenos aires,San Nicolás,San Nicolás de los Arroyos,2500.44,10.613,0.0,12.453
628,Buenos aires,San Pedro,Río Tala,1.0,0.0,0.0,0.0
629,Buenos aires,San Pedro,San Pedro,2896.0,7.347,0.0,4.028
630,Buenos aires,San Pedro,Santa Lucía,3.0,0.0,0.0,0.0
631,Buenos aires,San Vicente,Alejandro Korn,567.0,522.0,1137.0,1.079
632,Buenos aires,San Vicente,Domselaar,482.0,0.0,0.0,0.0
633,Buenos aires,San Vicente,San Vicente,1507.0,599.0,1088.0,1.373
634,Buenos aires,Suipacha,General Rivas,210.0,0.0,0.0,0.0
635,Buenos aires,Suipacha,Suipacha,1765.0,28.0,0.0,0.0
636,Buenos aires,Tandil,De la Canal,49.0,0.0,0.0,0.0
637,Buenos aires,Tandil,Desvío Aguirre,11.0,0.0,0.0,0.0
638,Buenos aires,Tandil,Gardey,246.0,0.0,0.0,0.0
639,Buenos aires,Tandil,María Ignacia  (Est. Vela),287.0,0.0,0.0,0.0
640,Buenos aires,Tandil,Otros,0.0,0.0,0.0,0.0
641,Buenos aires,Tandil,Tandil,3525.524,18.521,0.0,15.906
642,Buenos aires,Tapalqué,Tapalqué,21.0,0.0,0.0,0.0
643,Buenos aires,Tigre,Benavídez,1080.129,4.439,384.436,5.035
644,Buenos aires,Tigre,Dique Luján,136.0,546.0,0.0,1.018
645,Buenos aires,Tigre,Don Torcuato Este,2193.0,6.047,394.546,6.483
646,Buenos aires,Tigre,Don Torcuato Oeste,1.0,1.0,0.0,2.0
647,Buenos aires,Tigre,El Talar,1286.0,3.348,238.116,3.949
648,Buenos aires,Tigre,General Pacheco,1607.0,4.35,363.404,5.829
649,Buenos aires,Tigre,Los Troncos Del Talar,975.0,2.869,270.322,3.144
650,Buenos aires,Tigre,Nordelta,171.0,2.056,0.0,4.206
651,Buenos aires,Tigre,Otros,0.0,0.0,0.0,0.0
652,Buenos aires,Tigre,Ricardo Rojas,368.0,1.699,624.0,2.145
653,Buenos aires,Tigre,Rincón de Milberg,2280.0,3.059,324.01,3.793
654,Buenos aires,Tigre,Tigre,1975.0,5.213,888.0,5.712
655,Buenos aires,Tordillo,General Conesa,322.0,0.0,0.0,0.0
656,Buenos aires,Tordillo,Villa Roch,6.0,0.0,0.0,0.0
657,Buenos aires,Tornquist,Saldungaray,466.0,0.0,0.0,0.0
658,Buenos aires,Tornquist,Sierra de la Ventana,1006.0,5.0,0.0,0.0
659,Buenos aires,Tornquist,Tornquist,373.73199999999997,0.0,98.0,0.0
660,Buenos aires,Tornquist,Villa Serrana La Gruta,119.0,0.0,0.0,0.0
661,Buenos aires,Tornquist,Villa Ventana,475.0,0.0,0.0,0.0
662,Buenos aires,Trenque Lauquen,30 de Agosto,1301.26,0.0,0.0,0.0
663,Buenos aires,Trenque Lauquen,Girodias,2.0,0.0,0.0,0.0
664,Buenos aires,Trenque Lauquen,La Carreta,2.0,0.0,0.0,0.0
665,Buenos aires,Trenque Lauquen,Otros,4.0,0.0,0.0,0.0
666,Buenos aires,Trenque Lauquen,Trenque Lauquen,1091.795,1023.0,0.0,286.0
667,Buenos aires,Trenque Lauquen,Trongé,2.0,0.0,0.0,0.0
668,Buenos aires,Tres Arroyos,Claromecó,1637.0,1.0,0.0,0.0
669,Buenos aires,Tres Arroyos,Copetonas,89.0,0.0,0.0,0.0
670,Buenos aires,Tres Arroyos,Lin Calel,11.0,0.0,0.0,0.0
671,Buenos aires,Tres Arroyos,Micaela Cascallares  (Est. Cascallares),155.0,0.0,0.0,0.0
672,Buenos aires,Tres Arroyos,Orense,796.0,0.0,0.0,0.0
673,Buenos aires,Tres Arroyos,Reta,224.0,0.0,0.0,0.0
674,Buenos aires,Tres Arroyos,San Francisco de Bellocq,120.0,0.0,0.0,0.0
675,Buenos aires,Tres Arroyos,San Mayol,20.0,0.0,0.0,0.0
676,Buenos aires,Tres Arroyos,Tres Arroyos,3023.166,6.933,0.0,1.931
677,Buenos aires,Tres De Febrero,11 De Septiembre,73.0,197.0,321.0,366.0
678,Buenos aires,Tres De Febrero,Caseros,1815.485,13.195,677.348,10.439
679,Buenos aires,Tres De Febrero,Churruca,45.0,4.0,510.0,57.0
680,Buenos aires,Tres De Febrero,Ciudad Jardín Lomas del Palomar,826.0,2.132,483.0,2.353
681,Buenos aires,Tres De Febrero,Ciudadela,1574.0,6.759,469.345,5.695
682,Buenos aires,Tres De Febrero,El Libertador,301.0,33.0,358.157,130.0
683,Buenos aires,Tres De Febrero,Jose Ingenieros,234.0,981.0,184.0,894.0
684,Buenos aires,Tres De Febrero,Loma Hermosa,1425.0,1.469,1148.0,1.827
